data,question,answer
2007.11.25. , 아..저 내년에 중학생되는 예비중학생인데요. 임시소집일이 뭐에요? 또 반 배치고사 이런거 보나요? 내년부터 안본다는 말도 있던데.. 확실하게 알고 싶구요. 임시소집일날은... ," 답변 중2학생입니다 임시소집일이란 임시로 모여서 반배정받고 가는날입니다 아마 겨울방학후,봄방학 전후로 알고 잇거든요 반배치고사는 학교마다 달라서 잘 모르겟습니다 "
2020.08.22. ," 내년에 중학생이 되는데, 중학생 시험 난이도가 궁금해요. 개인마다 느끼는게 다르겠지만, 개인적인 난이도 알려주시면 감사하겠습니다. + 중1 1학기 수학 시험 공부하는... ", 답변 학교에 따라서도 다르죠. 저는 서울에 좀 안좋은 학군인데 초등학교때 수학 90점 정도 나오던거 똑같이 나오더라고요. 
2018.01.29. , 저는 올해 중 2가 되는 남자 중학생입니다. 방학을 맞이하여 살을 빼려하는데 어떤방법이 좋을지 몰라 질문합니다. 참고로 키 161에 몸무게는 75정도 입니다. 1. 성장에... , 답변 식이조절과 같이 병행해야 원하는 만큼 줄어듭니다. 얼굴 상체 하체 순으로 지방이 감량이 된다는 사실도 알고 있어야 합니다 다이어트 비중은 음식섭취 60퍼센트... 
2011.12.19. , 질문 들어갈께요!! 1.중학생 교복은 보통 얼마정도 하나요?? 2.제가 갈 중학교는 학생수도 많고 제가 지금 다니고 있는 얘들이 거기 다 간다고 하던데 제가 지금 우리반에서... , 답변 교복은 완전 비싸요 실내화는 넣는데 있는데 아님 그냥 바닥에... 치마는 눈치껏알아서 왕따는 성격 좋으면 안당함 
2018.10.05. ," 안녕하세요 저는 중학생입니다. 호주나 캐나다 쪽으로 유학을 생각하고 있는데, 의지할 사람도 없을 것 같고 서로 도움이 되기 위해서 친구와 같이 유학을 가고 싶어요. 저희... "," 답변 안녕하세요, 답변드리도록 하겠습니다. 친구와 같이 유학 가능합니다. 학교와 홈스테이 경우 학교측에 문의해서 같이 배정 받을 수 있기 때문에 캐나다조기유학 한번... "
2015.11.01. , 제가지금은 6학년이지만 이제 중학교갈날이별로안남은 예비중학생?입니다 제가... 숙제많나요?? 2.힘드나요?? 3.중학생은레벨어떻게되나요?? 빠른답변부탁드립니다 , 답변 중학교 레벨이 따로 있지는 않구요 EC3 EC4 Mega Giga Tera Bridge Par Birdie Eagle Albatross Albatross+ Master (EC3가 가장 낮고 오른쪽으로 갈수록 높은 래벨) 중학생이면... 
2019.04.06. , 중학생 유학 질문이요! 내공 50! 중1 학생입니다. 유학에 대한 지식이 전혀 없어서 알려주세여! 1. 유학을 가고 싶은데 혼자가는 학생이 많나요 아니면 부모님이랑 가나요? 2.... , 답변 캐나다 온타리오주 작은 교육도시 썬더베이 입니다 영어를 잘 못해도 조기유학은 시간이 기회로 일단 유학을 오면 영어는 대학진학 시 상당한 실력을 갖출수 있습니다... 
2011.12.15. ," 중학교, 중학생에 관심이 많은 학생입니다. 현재 저는 미국에서 살고 있는데, 이제 한달 후 귀국하게 될거라서 너무 궁금해서요! 중학교 생활에 대해서 질문좀 하겠습니다.... ", 답변 부러워요 이제 중학생 되시니까 공부도 열심히하시구요! 화이팅! 1. 제가 미국에서... 선생님이 질문자 님 신뢰하시고 좋아하실 겁니다. 3. 중학교때에는 도둑 많나요?... 
2006.10.23. ," 질문입니다 1.통신사중 중학생에게는 KTF,LGT,SKT중 무엇이 제일좋나요? 2.제조사와 브랜드는 무슨차이고 각각 무엇무엇이 있나요?? 이제 제가 사고싶은기준입니다 1.dmb... "," 답변 중학생이시라면 KTF 거가 좋을 것 같구요. (중학생들은 KTF 많이 하는 걸로 알고 있어요) 2. 제조사에서 나온 브랜드 명이 있는거지요. 즉, LG전자 휴대폰 브랜드... "
2007.11.26. , 몇가지 질문할게요 1.중학생때 자기소개같은거 하잖아요 어떻게해요? 2. 학교오다닐때 혼자다니면 따당해요? 3. 중학교엔 핸드폰 수업전에 다 겉어요? 만약 수업전에... , 답변 1.중학생때 자기소개같은거 하잖아요 어떻게해요? -자기소개 하는 반도 있고 안하는 반도 있어요. 저희때는 그냥 선생님이 출석번호대로 한명한명 불러서 이것저것 질문하... 
2017.01.07. , 이제 곧 중학생이 되는 04년생(14살) 여학생입니다! 다음주 화요일이 중학교 예비소집일인데 사소한 것들로 궁금한게 많아요...그래서 지식인에게 질문해봅니다! 1.... , 답변 안녕?? 난너보다 2살 많으니까 말놓을게.. 중학교 가느라 궁금한것도 많고 두렵기도하고 그렇겠구나.... 그럼답변해줄게. 1.예비소집일에 무엇무엇을 챙겨야 하나요?... 
2006.01.25. ," 질문 1. 중학생이 사야 할 물건. 뭐 학용품이나 신발 가방 등이요,; 질문 2. 중학생 머리 제가 좀 평범한 편이거든요,,;; 그런데 머리는 지금 하나로 묶고 있거든요,,;; 뭐... ", 답변 ㅋㅋ 뭐 일단 중학생이 사야할 물건들..... 가방이나... 그리고 중학생 머리에 대해서 말씀하셨는데... 전 처음이... __) 예비 중학생이 읽어야 할 책들은... 거의 모두 다겟죠... 
2009.08.06. , 솔직히 말해서 이새끼들하고 놀았던게 쪽팔리구요 나중에 커서 저한테 돈빌려달라하고 붙을거같습니다.근데 제가 초등학교때부터 중학생까지 저랑 쭉놀다가 2학년와서... , 답변 솔직히아들이비싼거차고다녀도 폼도안남... 돈빌려달라고하진않을것같네요 머리가나빠져서빌릴생각이나하겠어요? 그런애들은 조직폭력배도못함 요즘조직은... 
2008.10.22. , 안녕하세요 제가 내년에 중학생이되는데요.. 머리를 어케할까해서요..... 현재 브릿지에 샤기컷햇고요 층이 좀 심한데요 .... 그래도 어깨는 훨씬넘어요... 제가 약간... , 답변 일단 양귀비로 머리를 깜장색으로 물들이세요 그리고 머리는 최대한 단정히 
2010.05.12. ," 하지만 좀 걱정되고 궁금한것이있어서질문드립니다 저는 166cm,55kg정도입니다(좀 작은편이죠) 1.중학생도 무에타이를 배울수있나요?? 2.무에타이 도장같은곳에 가면... ", 답변 도장마다 틀리겠지만 찾아보면 거의 중학생 있을듯.. 오후 이른시간에.. 3. 몸이 건강해진다.. 자존심이 강해진다. 자존심이란 누구하고 상대하거나 대면해도(싸움이아니라... 
2010.10.14. , 중학생이라 갚고 싶은것도 많고 주식도 알고 좀 해보고 싶어서 이렇게 질문합니다. Q1. 주식을 처음 해보는 사람이 해야될것 Q2. 부모님 허락이나 부모님이랑 같이... , 답변 중학생이라 갚고 싶은것도 많고 주식도 알고 좀 해보고 싶어서 이렇게 질문합니다. Q1. 주식을 처음 해보는 사람이 해야될것 : 당연히 주식투자에 대한 공부를 하셔야지요..... 
2020.09.15. , 이제 막 학원을 끝고 인강을 들어보고싶은데 중학생이 들을 인강이 있나 해서 질문을하게 됐습니다 약간 이름있고 좋은인강으로 알려주세요 , 답변 중학생이 들을 좋은 인강 찾고 계셔서 답변드립니다^^ 중1 과정부터 고등과정까지 예습 복습이 가능한 중학생... 있습니다 중학생 인강 밀크티 중학은 7일 무료체험이... 
2018.09.27. , 지방흡입 중학생입니다 중2이고요 중3때 졸업사진찍는데 지금 너무 살찌고 스트레스받아서 막 먹고 운동은 안되고 그러다보니까 지방흡입이란걸알게 되서 질문해봅니다... , 답변 물론 중학생이면 부모님의 동의가 있어야 시술 가능합니다. 이전에는... 일단은 질문자 분의 정확한 상태를 확인 후 그에 맞는 치료계획을 세우실 수 있도록 잘... 
2019.07.01. ," 일단 저는 중학생이고 초등학생부터 로봇에 대하여 재미있어하고 조립이나, 설계하고... 등등) 이제라도 잡고싶어서 질문하는겄인데 방향을 어떻게 잡아야하는지... ", 답변 꿈꾸지 않는 사람은 그 꿈을 이룰 수 없으며 꿈꾸는 사람은 그 꿈은 언젠가 이루어 집니다 현재 님이 중학생인만큼 어떠한 지식을 갖느것은 아직은 이릅니다 그러나 그러한... 
2020.07.15. , 눈 짝짝이 좌우비대칭 질문이요 중학생인데 한쪽눈이 다른쪽 눈보다 밑으로 더 크고 둘다 앞쪽에 라인이 있고 뒤에 라인이 있는 겹쌍커풀 느낌의 쌍커풀인데요 한쪽은 속눈썹... , 답변 쌍꺼풀 라인 밑에 있는 주름을 없애려면 쌍수 절개를 하여 없애야 합니다. 굳이 없애지 않아도 됩니다. 감사합니다. 
2018.05.22. , 중학생 남자 헤어스타일 질문 중학생 남자입니다 지금까지 반삭만 하다가 생전 처음으로 머리를 기르는 중 입니다 지금 앞머리는 눈쎂까지 내려오고 정수리 주변은 7cm정도... , 답변 안녕하세요 바이미가가로수길 카라입니다. 얼굴형이 긴 스타일은 머리를 길게하는게 좋은데요 기장은 탑이 15센티정도 옆머리는 귀에 살짝 걸치는 길이가 좋습니다. 곱슬이... 
2008.04.28. , 그래서 어떤 사이즈를 살지도 모르겟네요...중학생되서 옷에 관심은 가는데 어떻게입어야 할지도 모르겟고.... 그리고 어디서 사야할지를 모르겟네요... 질문요약해드릴... , 답변 1.봄~여름에 추천하는옷(추천하는옷과 이유를 간단하게 적어주시면 감사하겟습니다.) 간단히 님 스타일을 잘모르므로 대략 정리하겠습니다. 간지쪽 스타일로는 반팔 난방... 
2014.07.09. ," 좋아하는 중학생인데여 제가 축구를 좋아는하지만 그렇게 잘하진 않아서 학교 축구대회같은거 하면 수미,수비수정도하는데 공을 잘못 뺏겟더라고여 질문먼저 할게여 1.... ", 답변 저의 포지션은 올라운드였습니다.~ 1번 질문같은경우... 2번질문은요 별거없습니다. 운동장 달리세요 몇바퀴든... 자 궁금하시다던 3번질문입니다. 솔직히 말씀드리자면... 
6일 전 , 이번에 2차 재난지원금 시작했는데 중학생 15만원 지급된다고 확정 되었잔아요.... 긴급재난지원금 2차 중학생 지원비 압류방지 통장 가능한지 알려주십시오. , 답변 그대신 중학생 만 13세~15세는 비대면 학습지원금 15만원이 지급됩니다.... 미취학아동 초등학생 중학생은 별도 신청 없이 지원하고 학교 밖 아동의 경우 미인가... 
2004.08.20. ," 이제 거의 반년정도만 있으면 중학생이 될텐데 걱정이 많이 되네요-ㅁ- 내공이... 초등학교가 더 재미있나요?? 질문이 너무 많아서 죄송하고요, 성실하게 답변해주세요 ^ ^ "," 답변 중학교올라오면 인제 중학생이니까 잘해보자!! 라는 생각때문에 열심히해서... 어찌됫든,ㅋ6년동안 같은 시설에 같은 밥먹다가, 중학생되면, 교복도 맨날 입구가구,ㅋ... "
2020.08.22. , 안녕하세요 저는 15살 만 13세인 여자중학생입니다...몸무계와 키는 이렇고요 (키 165/ 몸무계 68kg ) 다름 아니라 제 가슴때문에 어렵게 고민하여 질문을 하게 되었는데요. 저... ," 답변 본인이가서 치수재고 사세요 15살이면서 속옷하나 못사세요? 같은 15으로써 정말 부끄럽습니다 어쨌든 가슴이 작은건 대부분 유전입니다 커지고 싶으시면 우유,당근... "
7일 전 , 이번에 2차 재난지원금 시작했는데 중학생 15만원 지급된다고 확정 되었잔아요.... 긴급재난지원금 2차 중학생 지원비 압류방지 통장 가능한지 알려주십시오. , 답변 가족돌봄비용 긴급지원 (만 13~15세 중학생 15만원 지급) 5. 유연근무 추가지원 6. 구직급여 추가지원 7. 긴급생계지원금 중위소득75% 이하 가구 (4인 이상 위기 가구에... 
2020.09.08. , 딸이 중학생인데 날이 갈수록 집중력이 좀 떨어지는 것... 해 중학생 영양제를 먹일까 싶어서요~ 찾아보니... 혹은 이 외에도 괜찮은 중학생 영양제 있음 추천 좀... , 답변 중학생 영양제 관련해서 질문을 주셨네요~ 중학생 아들을 둔 학원 선생이라 남일 같지 않은데.. 우리 아이들도 날이 갈수록 집중을 못하고 힘들어하더라구요 그래서 중학생... 
2019.07.22. , 6학년인데 중학생 되면 학교에서 슬리퍼 신잖아요 그런데 초등학교에서 실내화 신던 것 처럼 슬리퍼 갖고 다니는 거에요? , 답변 보통 학교 사물함에 두고 다니죠ㅋㅋㅋ 
2009.12.14. , 영단어 같은거 외울때 어차피 모든 공부는 수능을 최종목표로 하는 거 잖아요 그러니깐 차라리 중학생 영단어책 보다는 수능영단어책이 괜찮지 않을까요?? 질문 끝... , 답변 차라리 중학생 영단어책 보다는 수능영단어책이 괜찮지 않을까요?? -음.. 그건... 일단 중학생 영단어부터 하시는게 좋으실꺼같아요.. 열심히 하시면 분명 공부를... 
2005.08.30. ," 제 질문에 정말 성의껏 답해주시면 정말 감사히 생각할게요 ㅠ ㅠ [질문1] 중학생 알바, 전단지 알바말고는 없을까? 제가 요즘 돈이 좀 궁해서 알바를 한번 해볼까... "," 답변 [질문1] 중학생 알바, 전단지 알바말고는 없을까? 있습니다 . ㅎㅎ 여러기지있지만 젤루 괜찬은거 소개해드릴게요, 제가지금 패스트푸트알바하고있구요 , 시급은2500받고... "
2009.01.07. , 안녕하세요~ 저는 96년생 이구여>ㅇ<ㅋ 2009년에 중학생이되는 여자아이예요~ㅎㅎ 선배님들이 잘답변해주시면감사할게영>ㅁ< Q1.지금제가mcm가방을쓰고잇거든여?... ," 답변 안녕하세요,, 저도 예비 중1이에요 ㅎㅎ 저도 신발이랑 머리때매 지식인에 엄청마니 질문했는데,, 답변하게 되네요 ^^* 1. 찍히긴해도 그냥 무시하세요,, 대들지 마시구요... "
2009.06.17. ," 제가 묻는 질문에만 답해주시면 추천,채택은 물론 내공 추가도 해드린답니다. 1.중학생이 되면 머리는 어떤게 좋을까요?[길건,짫건 상관없지만 한 어깨까지 오는... "," 답변 안녕하세요~저는 중2 여학생입니다 답변들어가요~ 1.중학생이 되면 머리는 어떤게... 제가 중학생이 되면 가방을 살건데 어떤게좋나요?[메이커말고요, 지하 상가나 이쁜... "
2020.04.29. , 요즘 중학생들 검정 슬랙스 많이 입나요?? https://www.ggsing.com/product/best1%EB%A7%8C%EC%9E%A5%EB%8F%8C%ED%8C%8C%EC%A4%91%EB%8F%85%EC%8A%AC%EB%9E%99%EC%8A%A4%EC%86%8D... , 답변 요즘 슬랙스 많이 입어요 근데 이렇게 밑에 쪽이 약간 나팔처럼 생긴거 말고 일자로 된 교복 바지 같은 그런 검은 슬랙스를 많이 입어요 검은 슬랙스에는 웬만하면 다... 
2019.08.12. , 이번에 제가 화학올림피아드 한국 중학생 화학대회를 나가는데요 질문이 있어서요! 1. 풀이를 틀리고 찍으면 점수가 깎이나요?? 2. 팁 좀 알려주세요!! 꼭 알려 주세요... ," 답변 1. 네. 맞으면 3점, 틀리면 1점 감점, 풀지 않으면 0점입니다. (180 만점) 찍어서 맞아도 깍이진 않습니다. 풀이과정 보지 않습니다. 다만 풀었는데 틀려도 1점 감점입니다. 2.... "
2013.12.17. , 안녕하세요 저 이번에 중학생되는데요 궁금한점이 많아서 질문드려요 솔직히 저는 잘나가지도않고 예쁘지도 않고 성격도 소심해서 인기도 없는 지극히 평범해서 빽같은... , 답변 소심하시면요 일단 잘입기라도 해야합니다 그냥새학기이시면 마이위에 후드짚업 걸치고 패딩입고 다니시고 얇은스타킹 입고다니시면 알아서 친구가 말겁니다 그리고... 
2005.01.29. , 에...우선 많은 질문들 (중복질문들) 많은데... 다시한번 물어보게 되는 저에게 많이... 중학생 가방색..에 대해선데요 - 그냥 교복색에 잘 어울리는 색은 뭔가요 ; 대체적으로... , 답변 중학생 가방색..에 대해선데요 - 그냥 교복색에 잘 어울리는 색은 뭔가요... 이 질문은 게임이나 인터넷 중독이신분 - 제가 하루 평균 8~10시간 합니다 (쿨럭) 그것도... 
2020.07.19. , 중학생입니다. 평소에 뭔가 공부를 하거나 일을하면 돈을 받는편입니다. 교통비는 한달에 2만원씩 받구요. 그런데 원래 학교를 안 가는 방학에도 (저는 집순이) 교통비는... , 답변 이야기를 들어보니 속상하실 것 같네요..ㅠ 저는 중2고 동생도 있지만 용돈을 받지 않아요. 처음에는 저도 다른 친구들처럼 돈도 지갑에 가득차고 놀러다니고 하고 싶었어요.... 
2020.01.17. , 동네는 중학생 봉사가 없네요 그러다보니 다시 제가 살던 서울로 나가서 봉사해야... 인정해주나요?중학생은 안된다고 하는 시설도 많더라구요 고등학생부터 가능 하다고... , 답변 이제 자원봉사는 내 스펙을 위한 게 아닌 행복한 삶을 살기 위한 하나의 방법이 되었습니다^^ 자원봉사가 나에게도 그리고 받는 분들에게도 힐링이 될 수 있죠. 앞으로... 
2009.08.06. , 솔직히 말해서 이새끼들하고 놀았던게 쪽팔리구요 나중에 커서 저한테 돈빌려달라하고 붙을거같습니다.근데 제가 초등학교때부터 중학생까지 저랑 쭉놀다가 2학년와서... , 답변 정신차리겟죠 글고 나이먹으면 권력은 힘이 아니라 돈으로 바뀝니다. 
2018.07.16. , 안녕하세요 한 중학생입니다 제가 방학이 얼마 안남아서 탈색을 할까 생각중인데 회색으로 갠적으로 하고싶거든요! 근데 방학 끝나면 다시 검은색으로 염색할껀데... , 답변 안녕하세요 ㅎㅎ 고민이 많을 나이네요!!! 탈색하고 회색으로 했다가 다시 검정색으로 할순 있지만 미용실에서는 검정색을 되도록 염색해주지 않아 요!!! 왜냐하면 나중에... 
2020.07.06. , 중학생 인강 추천 부탁 드립니다. , 답변 중학생 인강 추천 질문을 해주셨네요~ 중학생 인강을 찾고 계신다면 비상교육이 만든 중등인강 수박씨닷컴에 대해 말씀드리고 싶습니다! 비상교육이 초중등 교과서... 
2006.01.31. ," 질문 1. 중학생이 사야 할 물건. 뭐 학용품이나 신발 가방 등이요,; 질문 2. 중학생 머리 제가 좀 평범한 편이거든요,,;; 그런데 머리는 지금 하나로 묶고 있거든요,,;; 뭐... ", 답변 질문 1. 중학생이 사야 할 물건. 선생님에 따라 다르겠지만 파일쓰라는 선생님도 있구요 공책쓰라는 선생님도 있거든요? 그러니까 파일은 학교에 들어가면 쓰라는 선생님... 
2006.06.10. , 안녕하세요 ^^ ㅎ 예비중학생 질문을 몇개 드려보려고 합니다. 헤헤헤= ㅂ= ; 질문드리겠습니다. 1. 핸드폰♡ 제가 지금 쓰고 있는 핸드폰 모델이 IM 7700 이거든요 ^^ 스카이요.... , 답변 -_-..ㅋㅋㅋㅋㅋㅋ 귀여운 질문들이네요 ㅎㅎ 벌써 중학교를 걱정하고 계신다니 ㅎㅎ 우선 폰은.. 제가 중3인데요.. 폰 안들고 다니는 애들도 있답니다..ㅋㅋㅋ 폰은 뭐..... 
2018.09.19. , 학폭위관련 질문 (중학생) 학폭위를 열려고 하는데 궁금해서요 1.학폭위를 열면 변호사를 선임해야하나요? 2. 학폭위 처벌은 누가 결정하나요 3. 진술서 같은거에 가해자의... , 답변 질문에 답변드리겠습니다. 1. 그렇게까지는 할 필요는 없습니다. 2. 학폭위 결정에 따라 처벌하게 됩니다. 3. 학폭위가 열리게 된다면 사실여부부터 확인하게 됩니다. 그... 
2009.04.11. ," 중학생인데요, 얼굴에 잡티가 많아서 막 주근깨같은거 좀 있거든요. 근데 왠지... 건성이라서 파우더 바르면 대박 떠요 질문정리해드릴게요 1. 잡티가릴때 메베만 발라도... ", 답변 질문정리해드릴게요 1. 잡티가릴때 메베만 발라도 많이 가려지나요? 메이크업 베이스는 잡티전혀 안가려 져요.. 메베는.. 피부톤을 밝게 해주는 거구요 파운데이션이 잡티... 
2007.01.15. , 안녕하세요 저는 예비중학생 여자입니다.. 궁금한게 있어서 지식인에 질문을 두가지 아니 세가지올리겠습니다~ 선배님들께서 답변해주시면 감사하겠습니다. 1.처음보고... , 답변 (제가 중학생되면 이사를 가기때문에...) → 제 경험상... 눈이 나빠서 안경을 쓰는데..중학생들은 어떤 안경테를 많이쓰고 다니나요? → 님이 이제 중학생이시니까 불테를... 
2015.10.29. , 제가지금은 6학년이지만 이제 중학교갈날이별로안남은 예비중학생?입니다 제가... 숙제많나요?? 2.힘드나요?? 3.중학생은레벨어떻게되나요?? 빠른답변부탁드립니다 , 답변 영어 시작하신지 얼마 안되신 중학생이시면... Tera ~ Par 레벨 정도가 평균이구욥 어느정도 공부에 소질이 있으시거나 영어 좋아하시거나 잘하시는 분 평균은 Eagle... 
2008.02.07. , 으음..저 속옷때문에 질문드립니다 윗가슴사이즈는 88?90? 그정도 되구요. 밑은..... 중학생이 A컵이면 작은건가요?-_- 아는얘 말로는 대부분 B컵이라는데... 5. 와이어... , 답변 중학생이 A컵이면 작은건가요?-_- 아는얘 말로는 대부분 B컵이라는데... A컵도 있고B컵도 있습니다. 선천적으로 큰 가슴을 가진 사람도 있고 작은 가슴을 가진 사람도... 
2008.02.08. , 으음..저 속옷때문에 질문드립니다 윗가슴사이즈는 88?90? 그정도 되구요. 밑은..... 중학생이 A컵이면 작은건가요?-_- 아는얘 말로는 대부분 B컵이라는데... 5. 와이어... ," 답변 요즘 중학생들의 발육이 상당히 무서워지긴 했으나, 그래도 아직 많은 사람들이 a컵인 거 같습니다. 아직 성장할 시기니까 너무 걱정하지 마시구요. 그 사이즈면... "
2019.10.07. , 2020년 중학생 검정고시는 언제 보는 건가요? 4. 2020년에 검고에서 떨어져도 다음년(2021)에 다시 볼수 있나요? 5. 다른분들 보면 사이트에 들어가서 검정고시 채점... ," 답변 우선 질문에 대한 답변 먼저 쉽게 설명 드리자면, 시험은... 그래도 질문자분 계획이나 목표가 뚜렷하시기때문에 진행을 잘 하실 수 있을 거 같아요! 문의주시면 질문자분의... "
2011.05.30. , 안녕하세요 초딩 5학년인데 중학생에 대해 관심이 많아지더라구요 ~ 그래서 그런데... 7/ 초등생때 왕따면 중학생때도 왕따되나요 ? 8/ 왕따 안되는법좀 9/ 요즘 앞머리... ," 답변 학교에서 잡는 경우도 있는데, 저희 학교는 단속을 잘 안하더군요 7/ 초등생때 왕따면 중학생때도 왕따되나요 ? 그럴 가능성이 크죠 8/ 왕따 안되는법좀 친구에게... "
2017.07.12. , 안녕하세요 중학생 남자입니다. 다름이 아니라 제가 옛날부터 성욕이 너무 커 고민이긴... 왜이렇게 중학생과 고등학생 등 학생들을 위한 성욕구 해소 방안은 나오지를 않는... , 답변 안녕하세요. 청소년사이버상담센터입니다. 비공개님 올려준 글 잘 읽어보았어요. 성적인 호기심과 욕구로 인해서 고민이 되어 글을 올려주었군요. 청소년시기에는... 
2015.12.01. ," 올해 중학교로ㅠ 입학하는 예비중학생입니다ㅠㅠㅠㅠ 저가 성격이 되게밝아요! 친구를 잘사귈수있나요..? 그리고 , 저가 키가 진짜작은데 ... 친구들에게... ", 답변 성격이 밝으시면 학교생활을 잘 적응하실수 있겠죠 그리고 키가 작다고 왕따는 받지않습니다.....ㅎㅎ 
2018.11.29. , 중학생 노트북 질문이요 수행할때나 롤 옵치 되는 노트북을 갖고 싶어요 근데 컴알못 겜알못이라 사양? 이런 걸 하나도 모르고 피시방에서 조금 하는 정돈데 어제 하이마트... ," 답변 브랜드 붙은 데스크탑, 노트북을 사기보다는 조립컴을 사는게 사용하기가 더 편하긴 한데요, 컴알못이라면 그냥 유명한 브랜드 노트북 사는게 맘 편해요. A/S 받는것도... "
2019.09.06. ," 안녕하세요.저는 중학생이고요.3달전쯤부터 심계항진,가슴통증,호흡곤란,빈맥등의 부정맥증상이랑비슷해서 병원에갔습니다. 가서 심전도와 초음파검사를했는데... ", 답변 병원에 한번 가보시는건 어떨까요? 
2009.12.29. , 제가요 요즘에 중학생에 대해 궁금해서요.. 제 머리가요. 자연갈색이거든요 태어날때... 그레서 중학생되면 어떡해요?? 머리 색 검은색 이어야 한다고 하는데.. 근데 제머리는... , 답변 태어날때부터 자연갈색이시라면.. 저희학교에서는 그냥 두는데... 그쪽학교는.잘모르겠어요.. 저희는 자연적으로 그렇다고하면 냅두거든요.. 
2009.12.29. , 제가요 요즘에 중학생에 대해 궁금해서요.. 제 머리가요. 자연갈색이거든요 태어날때... 그레서 중학생되면 어떡해요?? 머리 색 검은색 이어야 한다고 하는데.. 근데 제머리는... , 답변 염색을 했는가 안했는가는 학생부 선생님들께서 판단하신답니다. 님 머리가 자연이라면 상관 없으니 걱정 안하셔두 되요^^ 
2004.08.27. ," 'ㅠ' 뭐 아직 예비 중학생이라 보다는 , 이제 // 예비 중학생이 된다는 학쒱ol에요. 몇가지 질문좀 하고 , 고민좀 털어놀려구요 -_-;; ＃. 교복은 어디서 맞추는게 좋을까요?... ", 답변 다 보면 대충 성격을 알수있어요 ^- ^ * 그리고 .. 마지막질문에는 답변을 못하겠네요 ^- ^ ;;; 중학생되면 좋은점도 많고 안좋은점도 많죠 ^- ^ㅎ 좋은학교생활하세요 ^- ^ * 
2020.05.22. , 안녕하세요 본론부터 말씀드릴께요 중학생이 탈만한 로드나 픽시 추천좀 해주세요 30~40사이로요 ," 답변 로드는 일단 자이언트가 가성비가 가장 좋습니다. 자이언트 scr 시리즈(1,2,3) 중에서 원하는걸 선택하면 되실 것 같구요, 픽시는 콘스탄틴이 50정도 되는데 콘스탄틴이... "
2009.05.20. , 중학생3학년인데 ..서울에살고있구요 처음으로 봉사활동 가는거라서 모르는게 너무... 엉뚱한질문해도 피식웃고 넘어가주시길 ㅎㅎ ~ 1. 제가 봉사활동중에 학습지도라는... ," 답변 지원자격은 고등학생부터 일반인까지구요, 중학생분은 참여하기가 힘든 것으로... 2.만약에 위에 질문에서 꼭 전문쪽인 사람만 학습지도 가능하다면 다른 봉사활동을... "
2020.06.09. , 전 중학생이고 지금까지 기타를 쳐본적이 한번도 없어요!ㅠㅠ 근데 요즘 일렉기타에 관심이 생겨서 쳐보고싶어요 주위에 실용음악 학원이 없어서 독학을 한번 해보려고... ," 답변 안녕하세요 질문자님! 현재 중3 남학생이고... 그냥 질문자님이 보기에 예쁘면 사세요. 100만원 대까진... 다섯 번째, 이건 질문자님 마음이긴 한데, 플라잉 v... "
2020.06.08. , 안녕하세요 현재 중학생 남자인데요 작년 여름에 처음 발견할 튼살을 보고 그때 부터 지금까지 꾸준히 튼살에 로션도 바르고 물도 많이 마시고 튼살에 좋은건 다해봤는데... , 답변 튼살 때문에 고민이 많으시군요.. 도움이 되어 드릴 수 있으면 좋겠습니다. 초기의 붉은 튼살로 생각됩니다. 이부분은 나중에 시간이 지나면서 흰색튼살로 바뀌게... 
2007.02.02. , 안녕하세요 이제 중학생이되는 사람입니다~ 중학교 배정을 받앗는데요 내일 교복 사러갈거거든요 그래서 모르는게 너무많더라구요 성의껏해주시면 감사내공까지드려요... ," 답변 아, 안녕하세요 이제중학생이되시는군요^^ 축하드립니다. 1.교복맞추는게... 이질문은요 동복 하복이 다 교복이예요 동복은 겨울에 입는거 하복은 여름에 입는거구요.... "
2017.10.19. , 제가 중학생인데 피부가 안좋아서 1. 얼굴에 수분기?가 너무 많아도 안좋다고 했는데... 질문이 너무 많네요 ㅠㅠ 피부트러블이 심해서 ㅠㅠ 정성껏 답변해주세용 ㅠㅠ 그리고... , 답변 안녕하세요~! 인천 미용학원 강사 쩡쌤입니다! 얼굴에 반점이 생기셨나요? 얼굴에 붉은 반점이 생기는 원인은 다양하기 때문에 병원에 가셔서 정확한 진단 받으시길... 
2011.01.22. , 이제 중학생되는데 인천사는 여자인데요~ 궁금한게 조금 많아지네요;; 성심성의껏... 질문이 너무 많죠? 그래서 내공 100걸엇어요;; 인터넷쇼핑몰은 올려주시지 말고요. 저는... , 답변 저도 역시 예비중학생인 여자입니다!! 가방이나 신발은 좀 메이커인게 좋을거같네요 제 주위에 중학생 언니가... 스타킹은 그래도 중학생이니 가장 많이 사용하는 검정이나... 
2020.04.09. , 중학생 봉사시간 어떻게되나요? 지금 학교에서 하는것도 다안하고 코로나 때매 밨에서도 봉사못하고있는데 60시간 다채워야하나요? 그리고 2학년때 20시간 채워야하나요?... , 답변 그 건에 대해서는 교육부에서 지침이 내려올 것 같습니다. 
2010.12.01. , 저는중학생3학년남자인데 이제 처음으로 태권도를 배워보려합니다 운동신경은 갠찮은편이고요 학교에서 육상대회자주나갔습니다 그런데 태권도배우면 1.... , 답변 어떤곳은 중학생만되도 검은띠를 차게할수있으니 다다릅니다. 거의 나이가 되야 검은띠를 차게 하는게맞구여. 3.특수발차기는 언제배우나요. 이질문은 질문하신분이... 
